task_id,method,repetition,time_min,time_to_pipeline_min,exec_success,operator_errors,strict_errors,field_errors,hallucinated,missing_required,wrong_order,unexpected,n_create_pipeline_calls,n_render_pipeline_calls,n_execute_pipeline_calls_by_agent,n_valid_records,n_total_records,final_chain
1a_qa_basic,dataflow_agent,0,1.2707678914070129,0.5820886174837748,1,0,0,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator
1a_qa_basic,dataflow_agent,1,,0.7192618171374003,0,0,0,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator
1a_qa_basic,dataflow_agent,2,,0.6241521199544271,0,0,0,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator
1a_qa_basic,df_agent_slim,0,1.2539249181747436,0.5895654519399007,1,0,0,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator
1a_qa_basic,df_agent_slim,1,1.3365856965382894,0.6992593804995219,1,0,0,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator
1a_qa_basic,df_agent_slim,2,,0.6490704377492269,0,0,0,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator
1a_qa_basic,df_agent_v2,0,,0.6132616758346557,0,0,0,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator
1a_qa_basic,df_agent_v2,1,1.4339955806732179,0.6861369212468466,1,0,0,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator
1a_qa_basic,df_agent_v2,2,,0.6071585496266683,0,0,0,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator
1a_qa_basic,mcp_only,0,,0.5727619131406149,0,0,0,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator
1a_qa_basic,mcp_only,1,1.2606256286303201,0.5766129811604818,1,0,0,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator
1a_qa_basic,mcp_only,2,,0.5995110154151917,0,0,0,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator
1b_qa_with_filter,dataflow_agent,0,,0.731433387597402,0,4,2,0,0,2,0,2,1,1,0,0,1,Text2MultiHopQAGenerator | DeitaQualitySampleEvaluator | DeitaQualityFilter
1b_qa_with_filter,dataflow_agent,1,1.5802983164787292,0.792808465162913,1,0,2,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator | PromptedEvaluator | PromptedFilter
1b_qa_with_filter,dataflow_agent,2,1.567066784699758,0.7670804063479105,1,0,2,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator | PromptedEvaluator | PromptedFilter
1b_qa_with_filter,df_agent_slim,0,,0.6772966345151266,0,0,2,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator | PromptedEvaluator | PromptedFilter
1b_qa_with_filter,df_agent_slim,1,1.334575609366099,0.6312071959177653,1,0,2,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator | PromptedEvaluator | GeneralFilter
1b_qa_with_filter,df_agent_slim,2,,0.6945229887962341,0,4,2,0,0,2,0,2,2,1,0,0,1,Text2MultiHopQAGenerator | DeitaQualitySampleEvaluator | DeitaQualityFilter
1b_qa_with_filter,df_agent_v2,0,1.5419302900632224,0.7717552701632182,1,0,2,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator | PromptedEvaluator | PromptedFilter
1b_qa_with_filter,df_agent_v2,1,1.3721571962038677,0.6762633323669434,1,0,2,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator | PromptedEvaluator | PromptedFilter
1b_qa_with_filter,df_agent_v2,2,,0.8041656812032064,0,4,2,0,0,2,0,2,1,1,0,0,1,Text2MultiHopQAGenerator | DeitaQualitySampleEvaluator | DeitaQualityFilter
1b_qa_with_filter,mcp_only,0,1.4101305047671,0.7028082450230916,1,0,2,0,0,0,0,0,1,1,0,8,8,Text2MultiHopQAGenerator | PromptedEvaluator | GeneralFilter
1b_qa_with_filter,mcp_only,1,,0.7486707687377929,0,0,2,0,0,0,0,0,1,1,0,0,1,Text2MultiHopQAGenerator | PromptedEvaluator | PromptedFilter
1b_qa_with_filter,mcp_only,2,,0.7821350018183391,0,3,2,0,0,2,0,1,1,1,0,0,1,Text2MultiHopQAGenerator | DeitaQualitySampleEvaluator | GeneralFilter
2a_single_language_sentiment,dataflow_agent,0,,0.5995582818984986,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,dataflow_agent,1,,0.6640986164410909,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,dataflow_agent,2,,0.6167272130648295,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,df_agent_slim,0,,0.63446604013443,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,df_agent_slim,1,,0.6109588543574015,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,df_agent_slim,2,,0.5932823896408081,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,df_agent_v2,0,,0.5933165351549784,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,df_agent_v2,1,,0.5993283033370972,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,df_agent_v2,2,,0.5659836649894714,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,mcp_only,0,,0.6081817189852396,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,mcp_only,1,,0.6873308539390564,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
2a_single_language_sentiment,mcp_only,2,,0.7288717349370321,0,0,0,0,0,0,0,0,1,1,0,0,1,PromptedGenerator
